14	0
3	40
136	11
125	0
200	713
40	14
406	35
799	254
501	441
160	16
531	776
0	282
509	22
563	0
65	2
681	312
0	781
405	132
449	375
44	102
662	73
687	723
508	252
16	773
313	0
98	285
80	34
254	941
594	149
709	344
378	46
440	695
406	98
765	191
500	61
18	159
125	348
13	32
49	750
266	5
500	501
0	171
454	278
11	49
3	102
753	179
200	658
86	158
323	769
946	219
211	205
0	75
545	751
168	798
63	0
38	375
0	759
646	972
254	15
63	139
882	576
777	798
43	656
492	309
203	4
800	12
582	23
7	879
565	56
2	530
751	63
646	502
672	141
160	752
533	691
507	399
445	703
892	662
948	753
53	568
157	571
953	627
119	559
594	63
642	42
328	367
23	252
80	563
252	79
344	40
270	13
562	274
65	191
78	517
703	252
581	49
0	494
55	106
424	812
883	219
565	314
40	256
127	253
71	440
157	21
2	869
189	886
32	377
0	42
646	502
0	74
0	67
298	812
586	406
519	662
625	563
289	886
289	625
402	125
535	12
252	0
753	572
91	67
367	250
270	250
149	147
562	300
879	17
580	125
286	307
132	783
707	63
750	113
331	129
240	12
158	339
502	264
824	612
52	525
18	410
188	642
383	363
159	790
875	63
315	787
508	665
36	63
250	726
139	112
156	266
629	141
648	41
500	260
430	24
198	176
502	13
83	605
22	305
43	570
559	256
102	38
72	937
0	502
275	254
111	211
204	1
145	562
63	519
63	188
73	562
141	564
119	533
4	360
22	236
516	253
112	160
231	715
34	502
502	191
5	1
8	418
562	506
532	173
344	264
57	222
2	480
129	596
0	212
753	153
320	596
533	627
267	2
71	35
5	305
47	844
313	462
844	380
789	696
632	255
777	531
157	80
631	72
157	40
750	595
290	344
186	32
0	71
255	129
131	395
26	248
157	376
219	264
252	204
16	555
562	827
2	18
951	184
289	4
673	813
752	587
253	254
576	563
782	512
953	968
719	346
174	139
129	92
945	513
24	24
898	188
633	12
4	172
129	345
634	851
48	95
759	4
582	0
644	259
168	229
63	475
506	170
4	0
48	320
141	644
334	348
102	656
385	48
968	519
193	321
137	38
414	251
559	72
765	782
250	24
880	9
532	157
2	902
79	160
225	317
531	32
510	691
765	68
67	564
886	250
82	375
765	535
71	297
275	253
329	258
688	796
250	110
640	15
16	0
753	641
131	823
875	250
752	55
771	654
531	320
63	996
719	601
8	889
143	67
157	16
125	66
79	25
0	142
392	32
789	227
33	329
25	506
256	547
781	251
375	263
728	572
847	597
520	766
336	375
151	173
188	328
348	814
500	545
88	783
521	277
428	271
12	125
26	332
757	125
322	640
439	505
635	336
196	37
149	270
360	265
30	322
263	189
36	504
258	152
250	250
32	29
127	250
52	26
547	562
