4283	504
4003	1007
5031	254
94	2647
0	892
125	4250
4078	2281
4438	4504
1594	2129
3067	1079
3024	2353
1471	136
5404	6022
536	6293
4628	6025
16	3029
1	6
1384	4127
4004	500
2219	2272
1570	5151
2069	2459
43	2031
78	664
5000	354
4034	4111
4878	392
375	6251
2502	7293
4812	322
1279	1146
523	2958
723	4512
4109	2704
3427	4003
2777	2321
1590	4214
3791	6789
2267	2067
7256	1641
7002	4041
5625	6001
2072	2509
4265	4704
5015	2008
4142	6133
4274	1032
2129	1266
2031	501
5906	723
0	4509
5	630
2360	1012
252	42
6261	4126
1266	3001
2438	3597
4070	4659
4259	2204
2051	2582
50	94
1400	2350
6500	3000
1319	133
32	0
2389	1766
3005	4521
1289	136
847	2642
768	219
797	5766
2250	2
71	41
627	116
2005	4362
3026	130
6000	4781
282	4009
2031	5353
4719	5126
903	6006
2626	5375
5542	829
5	5017
1002	6154
6500	4586
4336	1500
4003	4321
6036	270
1969	134
1787	6544
208	4090
4504	2039
71	2084
1075	2017
158	2541
6500	3324
291	6054
2125	1134
4632	3422
2099	612
5106	6000
3547	218
5688	2160
7	392
2899	30
6196	752
137	6033
2141	250
259	2799
48	4517
3282	1036
4001	141
1111	2826
151	5386
299	2204
102	401
894	6284
6756	2003
24	2315
1055	1009
2103	6651
2056	3770
5071	1658
818	131
4049	6521
3180	173
6002	1400
500	3
5455	1783
4031	1633
2943	3516
4059	1353
893	4129
4009	403
3127	2000
56	500
501	6516
6412	1089
606	502
299	165
6321	94
5148	3547
1245	5140
4332	1032
813	5670
2375	1071
332	79
1250	1012
3145	2063
625	6032
6378	67
267	7132
2657	5172
6049	2006
2631	2000
4100	2964
96	1192
4906	7863
2028	252
5250	3366
297	1257
4437	87
1515	1567
1036	875
4084	4139
4387	3637
1125	329
4328	6080
6942	1750
3022	573
4016	2270
4025	625
4000	5
52	1267
1034	1412
4164	2798
2282	2000
1509	4203
4125	3375
5388	2032
2262	3641
565	7031
1094	500
1007	2795
73	751
2266	1625
4520	3377
4093	2332
888	125
3417	2266
4926	5583
7150	1563
7023	1071
2002	1002
4052	6628
1007	299
1158	210
4012	19
573	586
3031	1506
696	6640
7353	4078
3672	1356
2119	5321
4254	40
2067	4269
5275	63
3010	4570
5398	4217
2004	3037
2336	4176
4000	6016
4072	250
587	1316
1784	2642
1508	3313
4301	3807
30	126
4	1250
4064	626
4503	198
806	2005
3133	4375
7259	533
159	879
0	4094
571	2318
7503	390
5133	4047
788	4016
2695	3664
220	3008
770	2017
1044	2158
6312	2266
4168	6140
586	1511
2506	641
50	41
4626	6254
2502	4250
916	8
0	1629
12	51
7511	1033
2002	4258
6267	971
4962	50
1008	1304
1020	2380
5265	4035
5281	200
2041	2051
102	3531
572	286
2790	4052
2008	4813
1542	1126
3791	258
387	1025
1257	1003
250	1172
5881	1628
500	775
1164	2064
2720	5010
4254	5266
786	4062
1274	95
3786	7173
3005	4002
1189	7031
2086	1059
5515	2599
7520	7671
0	1274
40	731
1328	110
4141	17
3522	2650
1546	44
6422	1582
2658	1500
7583	1000
3190	1005
2448	1083
4551	1028
2060	4172
5002	4390
276	2208
4255	2150
1227	1109
144	4868
1972	830
786	4137
3515	209
4625	5698
5640	385
6196	1266
1264	1267
752	346
6901	1081
5547	438
4003	2260
0	4808
1021	1084
1150	4500
5408	4828
0	7164
1575	274
437	158
5101	2224
131	137
2899	6438
4500	1038
3658	2645
782	4128
266	98
1500	4000
252	5375
4423	4011
5299	1614
6	68
110	1699
6723	4519
5359	2066
2072	2016
2069	2149
2111	1065
2533	917
4661	3477
1174	1002
5532	269
4244	2252
889	2750
8	4375
6097	3212
8	1087
4484	5472
6504	283
5019	6204
2147	5524
2379	3133
8	30
225	504
4053	3398
3014	6515
266	4078
2131	1016
508	5052
1045	5133
200	21
353	125
255	858
348	1259
4591	5629
1024	7968
329	7230
4501	7136
4539	6523
2502	3016
886	4506
63	6004
7328	4606
4225	1262
2013	3126
6414	761
2252	7289
541	166
5814	3007
579	7501
48	5034
4458	2563
5070	5469
30	4164
3501	2232
1582	1032
1387	4258
1269	8
1785	2039
79	188
3410	189
5012	3096
