12321	4362
2033	5024
2127	12265
9266	4563
549	823
2	8146
508	12051
13284	9539
0	2532
291	8425
4533	411
2610	9081
12114	6193
2858	1009
8764	9041
6502	1659
4102	10082
6407	4047
11402	2668
1756	13438
4080	2
35	2692
4116	8268
4752	110
16	2201
6184	2894
4026	15562
1143	4172
2270	14004
129	13132
4266	9054
1252	8067
3064	5126
14257	2003
2008	3026
10062	7290
4508	512
3509	13002
7604	3053
3042	2037
6408	5781
5814	4764
9002	8037
14199	10564
551	2430
22	544
2001	2157
332	4693
12065	4438
2682	4010
7563	547
10187	944
32	12140
9505	2004
9782	2318
2207	2517
2200	1770
4016	5681
266	13630
10037	14783
1830	14141
4078	10571
1066	10500
6221	7785
426	1763
8181	8148
10539	4148
8347	5637
2613	1138
12573	2037
3875	2916
8348	4254
9583	2618
15751	440
4002	1157
1352	12101
10346	12000
11095	10562
9926	10166
186	12031
579	6547
2520	95
1756	1536
8107	102
3035	14937
2500	8917
5003	2078
8556	9404
8773	10002
4002	770
1000	9503
9938	611
6770	5269
7	9509
2831	3535
11351	2032
10820	5129
4002	4272
9254	1034
12238	5986
15225	125
8676	8632
2819	125
3276	11814
8505	4250
5712	13218
599	2
252	1506
604	2304
7755	4828
2032	1035
4698	12504
14316	1073
1286	13705
3766	10582
8018	392
9442	2008
9188	5251
12317	9297
15288	12544
1754	2516
10021	834
10071	375
13812	11757
9141	8286
541	9090
12301	5610
4158	4443
755	2760
2034	4925
8124	188
4009	10625
2297	12386
6549	5000
14008	5251
316	8002
2201	12664
11886	29
8041	61
758	2325
532	9318
8285	4297
7977	2
1025	12544
9502	6017
1769	2995
4400	15531
2037	6095
3617	7002
5251	1102
8324	2672
10923	4574
9126	4568
2200	8138
8	8203
6127	7033
4031	2535
8691	10456
282	8735
11025	10329
32	1000
10000	4002
2532	676
8570	8088
15500	2125
12125	9049
1862	5409
13449	4145
1080	895
4704	6884
8378	1606
255	1625
12773	7250
4145	317
3270	12915
1330	5943
11001	9187
4126	2255
6709	6162
10283	349
4637	614
44	2862
9001	2266
395	4040
1881	5261
12095	2104
1501	662
547	780
4500	12266
2020	4063
1034	15517
1385	10141
6223	6041
14562	5688
10156	4130
10767	2283
15750	159
15348	872
3729	32
3068	10509
1313	14074
13875	9978
385	8027
219	1879
5000	3010
12063	2319
9288	5074
4000	10140
10379	2696
2135	9781
626	3063
4132	13563
14828	6006
2509	8437
10070	4012
8707	8016
2282	8031
5799	12140
7254	2885
13008	9719
8047	4094
3508	219
9251	8750
4174	4252
8062	8316
8779	8062
359	3767
6313	2078
12422	12218
8768	3271
10094	2161
12001	4071
9236	10156
962	1004
13543	10127
708	1034
658	8637
4269	7695
15426	58
379	1317
588	8032
8270	1610
2219	84
2009	332
2750	5188
190	3034
8756	8625
2947	2250
508	3125
547	4077
1106	2254
13738	324
10226	250
207	4134
6205	12031
329	9
12837	3748
13503	524
8250	10603
9961	9506
10078	3088
9045	3010
257	8471
3324	4805
8785	9531
1075	4524
8260	4818
1033	13423
12043	8555
9006	2039
4610	2521
137	541
1767	2211
314	10000
8570	12250
12136	4723
11598	4179
3192	1504
4016	10262
4506	4078
4002	5707
4141	125
12086	1064
9426	1219
2004	4877
3094	6504
4000	3582
5009	7520
2	1000
13031	2260
5313	10516
2412	8586
2084	28
9564	6012
10008	14015
7258	3002
13415	3503
6885	9062
6283	14547
89	10000
2272	5281
2429	5002
3547	633
1386	2145
161	9572
2668	1042
258	1799
81	2292
8506	1088
4	317
3500	13824
4813	3256
14274	10687
127	13139
1899	10259
3756	10512
728	3126
895	12375
8125	13028
13290	14531
11438	8258
645	701
1395	3613
71	816
14381	3008
8195	74
4697	742
6314	16
3125	3125
12256	12000
758	8508
14740	6281
2056	4059
13086	4500
500	8181
7002	9939
9504	10640
674	9643
2088	13148
5067	10005
51	4006
500	12062
12875	7881
8829	2334
9518	4250
12430	13004
4415	1625
2008	537
8000	4099
13953	9380
4000	10861
844	10003
8317	6793
6315	1251
2575	1017
1813	8010
12324	1252
625	1
12047	2596
6169	4098
8572	1624
1204	2438
1063	8631
10072	14627
12521	6939
1594	1032
5938	5035
1128	598
10504	8281
633	8
55	8570
12563	350
8062	4000
10660	3322
8187	5017
2834	6049
61	7012
2033	2873
9798	3032
10583	12903
8258	473
7255	3153
2772	5009
2848	9001
12511	2286
4253	14344
9205	8516
208	1535
4625	6
7582	4142
2034	13941
12224	2004
2627	3004
129	9339
1250	3923
12011	1375
14135	1333
14570	7146
10031	6955
3032	6844
6084	8939
12938	1065
14167	6721
2068	1524
9009	1128
188	5638
586	1116
9250	799
13031	1110
518	5039
2643	2265
4383	3594
2282	8180
750	12384
15003	75
9017	521
4215	1750
8255	2180
8002	504
7188	539
2036	2018
1580	1066
1501	9252
55	14348
3083	1766
8691	750
12010	5731
146	250
9042	4056
20	8936
3537	1941
665	11104
11003	348
8016	2286
8423	4329
12109	9259
1004	10875
4143	2877
2098	174
1340	5203
5238	4189
14504	8387
3422	6002
2686	1253
2094	4888
4203	2346
2441	2
3079	2014
8075	7267
6586	253
6500	138
6078	13085
10094	8892
5190	1141
1469	4572
4141	2361
10191	752
13087	3075
6026	414
13787	907
2276	10001
2549	118
8267	10534
12730	1884
4003	2755
12333	18
6027	3000
8263	8018
2438	11527
565	4531
75	2809
15033	10312
5031	6003
502	8266
5067	2207
1129	5696
4665	2567
1626	4906
1439	391
12739	8850
11125	2916
6266	2051
9321	4088
3080	12189
883	954
86	10250
2668	751
6044	4706
15187	6094
2073	5500
4513	6
165	1000
8948	4232
8204	4539
8049	344
315	4881
1125	1524
5067	5004
320	8127
9504	13399
68	4010
752	379
4345	2404
7859	8633
4030	15539
4772	3158
11192	5901
13222	12076
4696	564
7299	5009
10643	12343
2021	1022
15004	4475
1381	800
4406	8250
12040	3026
8116	5
4054	1322
14128	1260
5023	770
4477	438
2626	4072
2017	8113
7500	7125
3096	5016
8812	516
7010	2041
12404	1633
3454	4039
12109	332
547	22
194	113
1310	10020
4071	555
6188	64
5406	8344
4132	10107
10375	2014
9104	15263
4514	12605
5328	198
9915	63
12765	1001
1127	315
12093	11128
10500	3782
1946	1314
8320	9294
4020	4002
4500	11778
11602	10451
10505	10267
3125	4156
12781	4073
8258	13206
782	8045
2090	6145
12899	4760
2047	2076
13261	6503
3253	5264
854	4032
1009	1141
12080	6026
1594	12
668	10031
2072	5389
8408	13
1851	1020
8313	12528
2879	563
7102	2213
10561	6287
1025	11346
1133	13039
4260	7289
2278	3142
814	9220
12141	3306
6250	66
14915	815
7332	3010
8008	8562
2063	79
290	9000
6889	658
7660	4004
5595	3
10140	14566
64	4008
2375	777
6393	3032
9010	2276
2243	6011
